salary_table
Career_ID,Career_Title,Category,Starting Salary,Salary_growth_mean,salary_growth_sd
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",Construction and Extraction,46020,0.042114334,0.017984861
47-2060,Construction Laborers,Construction and Extraction,38100,0.043758441,0.033217924
47-2070,Construction Equipment Operators,Construction and Extraction,47590,0.032648585,0.028583988
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",Construction and Extraction,47070,0.042837575,0.032914295
47-2110,Electricians,Construction and Extraction,48820,0.020726212,0.014519127
47-2120,Glaziers,Construction and Extraction,45530,0.038776472,0.022621384
47-2130,Insulation Workers,Construction and Extraction,44260,0.030818702,0.013593162
47-2140,Painters and Paperhangers,Construction and Extraction,42480,0.0325144,0.022067306
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,48360,0.026276998,0.021130153
47-2160,Plasterers and Stucco Masons,Construction and Extraction,46990,0.046258305,0.014839183
47-2170,Reinforcing Iron and Rebar Workers,Construction and Extraction,47300,0.024271793,0.036286156
47-2180,Roofers,Construction and Extraction,45300,0.037276307,0.020018551
47-2210,Sheet Metal Workers,Construction and Extraction,47290,0.032297214,0.01516353
47-2220,Structural Iron and Steel Workers,Construction and Extraction,49090,0.024554901,0.021435152
47-2230,Solar Photovoltaic Installers,Construction and Extraction,46040,0.036408173,0.04091741
47-3010,"Helpers, Construction Trades",Construction and Extraction,36280,0.040207453,0.015616084
47-4010,Construction and Building Inspectors,Construction and Extraction,57300,0.026095502,0.025685771
47-4020,Elevator and Escalator Installers and Repairers,Construction and Extraction,76700,0.031768749,0.038168893
47-4030,Fence Erectors,Construction and Extraction,39040,0.042352502,0.033870927
47-4040,Hazardous Materials Removal Workers,Construction and Extraction,42710,0.022550828,0.010805324
47-4050,Highway Maintenance Workers,Construction and Extraction,41540,0.032537899,0.03265672
47-4060,Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction,51630,0.027838048,0.032754371
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction,42700,0.037405298,0.021590161
47-4090,Miscellaneous Construction and Related Workers,Construction and Extraction,39990,0.033366051,0.038043098
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",Construction and Extraction,47930,0.027237838,0.048122933
47-5020,Surface Mining Machine Operators and Earth Drillers,Construction and Extraction,47200,0.029542408,0.033775803
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",Construction and Extraction,49860,0.018325515,0.056040507
47-5040,Underground Mining Machine Operators,Construction and Extraction,54730,0.029127323,0.022940893
47-5050,"Rock Splitters, Quarry",Construction and Extraction,39990,0.040188494,0.068360216
47-5070,"Roustabouts, Oil and Gas",Construction and Extraction,38330,0.030385756,0.040608533
47-5080,Helpers--Extraction Workers,Construction and Extraction,39980,0.035095501,0.046499152
47-5090,Miscellaneous Extraction Workers,Construction and Extraction,39120,0.044322103,0.059755008
49-0000,"Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair",45000,0.040881509,0.036898296
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",61240,0.02448256,0.010687332
49-2010,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair",38290,0.027431322,0.028415698
49-2020,Radio and Telecommunications Equipment Installers and Repairers,"Installation, Maintenance, and Repair",50590,0.016261236,0.027099719
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",48750,0.026859092,0.011642584
49-3010,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair",61920,0.034063853,0.027699131
49-3020,Automotive Technicians and Repairers,"Installation, Maintenance, and Repair",38730,0.03012034,0.01822759
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair",49240,0.03568159,0.042104996
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,"Installation, Maintenance, and Repair",50750,0.032549486,0.02315579
49-3050,Small Engine Mechanics,"Installation, Maintenance, and Repair",39700,0.038018388,0.037136504
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",34630,0.047791933,0.047950294
49-9010,Control and Valve Installers and Repairers,"Installation, Maintenance, and Repair",48360,0.029641709,0.015123
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair",47850,0.032554466,0.040971844
49-9030,Home Appliance Repairers,"Installation, Maintenance, and Repair",40280,0.035259645,0.014475789
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers","Installation, Maintenance, and Repair",52020,0.030815389,0.022144303
49-9050,Line Installers and Repairers,"Installation, Maintenance, and Repair",59460,0.031690097,0.027955703
49-9060,Precision Instrument and Equipment Repairers,"Installation, Maintenance, and Repair",47150,0.03474594,0.053249267
49-9070,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",39050,0.03207587,0.016170163
49-9080,Wind Turbine Service Technicians,"Installation, Maintenance, and Repair",58910,0.023312502,0.031477965
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair",38080,0.039650529,0.033531018
51-0000,Production Occupations,Production Operations,37390,0.046575278,0.029409482
51-1010,First-Line Supervisors of Production and Operating Workers,Production Operations,56330,0.026606436,0.025138343
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production Operations,53180,0.027986924,0.069589759
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",Production Operations,37530,0.039120364,0.021155499
51-2030,Engine and Other Machine Assemblers,Production Operations,42790,0.032193412,0.025369953
51-2040,Structural Metal Fabricators and Fitters,Production Operations,44290,0.033831279,0.021540082
51-2090,Miscellaneous Assemblers and Fabricators,Production Operations,36660,0.04347459,0.026078355
51-3010,Bakers,Production Operations,31470,0.047638422,0.026573435
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",Production Operations,34460,0.047377689,0.056015909
51-3090,Miscellaneous Food Processing Workers,Production Operations,35420,0.047922239,0.02708745
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",Production Operations,39870,0.035017704,0.036486346
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",Production Operations,38630,0.038129576,0.025090317
51-4040,Machinists,Production Operations,46250,0.03713828,0.027326849
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",Production Operations,45340,0.036071772,0.033346267
51-4060,"Model Makers and Patternmakers, Metal and Plastic",Production Operations,47520,0.035470239,0.052787679
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",Production Operations,36450,0.039528097,0.026874866
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Operations,38320,0.034914498,0.032347684
51-4110,Tool and Die Makers,Production Operations,51200,0.025755417,0.013413078
51-4120,"Welding, Soldering, and Brazing Workers",Production Operations,45090,0.032633401,0.016949617
51-4190,Miscellaneous Metal Workers and Plastic Workers,Production Operations,37470,0.031188332,0.028095887
51-5110,Printing Workers,Production Operations,36950,0.029483133,0.02887841
51-6010,Laundry and Dry-Cleaning Workers,Production Operations,29530,0.055662556,0.02899498
51-6020,"Pressers, Textile, Garment, and Related Materials",Production Operations,29060,0.057913057,0.028405279
51-6030,Sewing Machine Operators,Production Operations,31200,0.053499072,0.018779977
51-6040,Shoe and Leather Workers,Production Operations,29690,0.048237388,0.051323595
51-6050,"Tailors, Dressmakers, and Sewers",Production Operations,32590,0.052618572,0.0424824
51-6060,"Textile Machine Setters, Operators, and Tenders",Production Operations,34430,0.040165608,0.042188787
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",Production Operations,36360,0.038599801,0.023566281
51-7010,Cabinetmakers and Bench Carpenters,Production Operations,38240,0.040611226,0.030548733
51-7020,Furniture Finishers,Production Operations,36770,0.043057041,0.030551282
51-7030,"Model Makers and Patternmakers, Wood",Production Operations,41980,0.050216341,0.131374297
51-7040,"Woodworking Machine Setters, Operators, and Tenders",Production Operations,35970,0.042519779,0.032738042
51-7090,Miscellaneous Woodworkers,Production Operations,35890,0.040538199,0.03904479
51-8010,"Power Plant Operators, Distributors, and Dispatchers",Production Operations,81760,0.035591832,0.01129971
51-8020,Stationary Engineers and Boiler Operators,Production Operations,60110,0.028825466,0.037839492
51-8030,Water and Wastewater Treatment Plant and System Operators,Production Operations,47020,0.030092002,0.032154415
51-8090,Miscellaneous Plant and System Operators,Production Operations,62610,0.031457645,0.021106162
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",Production Operations,44810,0.025230398,0.024796403
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",Production Operations,39170,0.039160394,0.031446704
51-9030,Cutting Workers,Production Operations,37850,0.042953159,0.022137401
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production Operations,38410,0.038576047,0.022286516
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production Operations,39250,0.032297045,0.018742968
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production Operations,38740,0.03213548,0.04751319
51-9070,Jewelers and Precious Stone and Metal Workers,Production Operations,38030,0.032329509,0.034046079
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,Production Operations,37620,0.034095367,0.022791222
51-9110,Packaging and Filling Machine Operators and Tenders,Production Operations,36250,0.047137708,0.024822675
51-9120,Painting Workers,Production Operations,39190,0.036935345,0.03468511
51-9140,Semiconductor Processing Technicians,Production Operations,45320,0.042793311,0.047699662
51-9150,Photographic Process Workers and Processing Machine Operators,Production Operations,34460,0.047811082,0.051054347
51-9190,Miscellaneous Production Workers,Production Operations,35730,0.049387512,0.022428147
53-0000,Transportation and Material Moving Occupations,Transportation,35710,0.050912898,0.022681564
53-2010,Aircraft Pilots and Flight Engineers,Transportation,110250,0.046409722,0.037692123
53-2020,Air Traffic Controllers and Airfield Operations Specialists,Transportation,58190,0.042164424,0.027711962
53-2030,Flight Attendants,Transportation,52280,0.036370629,0.006435763
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation,29580,0.036746681,0.017672272
53-3030,Driver/Sales Workers and Truck Drivers,Transportation,39930,0.029146356,0.103337921
53-3090,Miscellaneous Motor Vehicle Operators,Transportation,30250,0.022728954,0.050604893
53-4010,Locomotive Engineers and Operators,Transportation,68730,0.032104409,0.029568051
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Transportation,51730,0.03632206,0.060983884
53-4030,Railroad Conductors and Yardmasters,Transportation,63480,-0.019175187,0.068026123
53-4040,Subway and Streetcar Operators,Transportation,59500,0.020983918,0.025922699
53-4090,Miscellaneous Rail Transportation Workers,Transportation,40460,0.015691014,0.053478511
53-5010,Sailors and Marine Oilers,Transportation,38450,0.038134985,0.043729547
53-5020,Ship and Boat Captains and Operators,Transportation,59500,0.02395813,0.082757178
53-5030,Ship Engineers,Transportation,71720,0.059218126,0.0137599
53-6010,Bridge and Lock Tenders,Transportation,43700,0.053730503,0.028049793
53-6020,Parking Attendants,Transportation,29590,0.032783272,0.034267556
53-6030,Transportation Service Attendants,Transportation,31470,0.021935382,0.032666615
53-6040,Traffic Technicians,Transportation,46690,0.043206082,0.052603285
53-6050,Transportation Inspectors,Transportation,58650,0.015387907,0.038509648
53-6060,Passenger Attendants,Transportation,32090,0.02865379,0.025045006
53-6090,Miscellaneous Transportation Workers,Transportation,32630,0.028519422,0.024699608
53-7010,Conveyor Operators and Tenders,Transportation,37500,0.020494825,0.043520227
53-7020,Crane and Tower Operators,Transportation,50970,0.031537497,0.134370748
53-7030,Dredge Operators,Transportation,46120,0.0420024,0.021926751
53-7040,Hoist and Winch Operators,Transportation,39220,0.052107262,0.039987586
53-7050,Industrial Truck and Tractor Operators,Transportation,39780,0.034907373,0.037545155
53-7060,Laborers and Material Movers,Transportation,34180,0.041240094,0.039802502
53-7070,Pumping Station Operators,Transportation,50340,0.006184446,0.015111661
53-7080,Refuse and Recyclable Material Collectors,Transportation,38330,0.053390598,0.0471871
53-7120,"Tank Car, Truck, and Ship Loaders",Transportation,47260,0.020485604,0.025619725
53-7190,Miscellaneous Material Moving Workers,Transportation,35470,0.029756173,0.01632646
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,Transportation,48750,0.028283713,0.03386728
15-1210,Computer and Information Analysts,Math and Computers,82550,0.023719167,0.013007174
15-1220,Computer and Information Research Scientists,Math and Computers,102710,0.033032676,0.013171038
15-1230,Computer Support Specialists,Math and Computers,48290,0.049291015,0.05978938
15-1240,Database and Network Administrators and Architects,Math and Computers,81390,0.042448165,0.013898367
15-1250,"Software and Web Developers, Programmers, and Testers",Math and Computers,97560,0.043585394,0.140573551
15-1290,Miscellaneous Computer Occupations,Math and Computers,76360,0.02288117,0.011729267
19-4070,Forest and Conservation Technicians,"Life, Physical, and Social Science",42560,0.061136607,0.06346402
19-5010,Occupational Health and Safety Specialists and Technicians,"Life, Physical, and Social Science",59620,0.045390867,0.034271114
25-3030,"Substitute Teachers, Short-Term",Educational Instruction and Library Occupations,31310,0.067065248,0.034466869
29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,Healthcare,79880,0.060656425,0.073730827
31-1120,Home Health and Personal Care Aides,Healthcare,30370,0.053148763,0.050590513
31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",Healthcare,36200,0.037003646,0.124002572
51-2050,Fiberglass Laminators and Fabricators,Production Operations,39230,0.036201246,0.022831207
51-2060,Timing Device Assemblers and Adjusters,Production Operations,27850,0.065015224,0.034981588
51-9160,Computer Numerically Controlled Tool Operators and Programmers,Production Operations,44200,0.053802555,0.034802116
53-3050,Passenger Vehicle Drivers,Transportation,35820,0.037214971,0.010024569
11-9170,Personal Service Managers,Management,52070,0.032568537,0.040422044
